herd,year,events,trials,dist.hum_scale,dist.nat_scale,dist.all_scale,dist.hum.es_scale,dist.cuts_scale,grow.seas.length_scale,snow.depth_scale,cooler.winter_scale,warm.dry.summer_scale,start.spring_scale,rain.on.snow_scale,greenness_scale,season.num,type.otc,type.osc,type.mnka
3,31,4,34,1.492419213953236,-0.5421113292853833,1.3409841116490082,1.507793980871908,1.5773428802919953,0.5069912236144857,-0.8823802225803307,-0.6660935591367112,-0.6950260342848605,0.6667404804728954,-0.026278598103265906,0.7570964998921158,9,1,0,0
3,32,9,26,1.6712476160086107,-0.5412347409931891,1.5235329884670663,1.6865434403852477,1.7553356048850597,0.38074318477162666,-1.1262263417836407,-0.7321676173021616,-1.095340197776221,0.7377113957508739,-0.4716648389270054,0.8145726744455806,9,1,0,0
3,44,3,13,3.248565542442149,-0.5730110666548356,3.1205445140947385,3.2631650708989053,3.325282615810386,0.43303517272498604,-0.574250272385799,-1.1484581234452365,-0.6166607366997239,0.4502148689171378,0.6828628748951604,1.0956642504401304,9,1,0,0
3,47,6,45,3.337408406722271,-0.5642451837119461,3.214002551509832,3.3519687161206035,3.413710311255397,1.3516383548880295,-1.3101023794032416,-1.6412899881276763,0.9796167463407153,-0.6362723863372497,0.3956675217782456,0.8405738010292902,9,1,0,0
3,49,3,38,3.428608035086533,0.02109664969366422,3.5013641805679088,3.443128085049491,3.5044837574633623,0.6230522939614598,-0.4283303672776186,-0.057990879344842865,1.5696293855058818,-1.0043741370405,-0.06098386399265448,NA,9,1,0,0
3,51,6,40,3.519879080544376,-0.0862854163371733,3.5587200477661862,3.534358839545385,3.595328287027902,0.33491858142255626,-0.4217602184794065,-1.0588343374322648,-0.7355966218187119,-0.7660344801794786,0.36350020565382335,NA,9,1,0,0
4,25,9,22,-0.7511487774857865,-0.5762982727587032,-0.9569626945864711,-0.7347836032356344,-0.655740763112501,-2.10876045398853,0.5262949601168825,0.8386185002457428,-2.513817371854946,-0.07846806098857485,-0.9214240636923078,-4.149618161147945,5,1,0,0
4,28,1,7,-0.7511487774857865,-0.5762982727587032,-0.9569626945864711,-0.7347836032356344,-0.655740763112501,-2.508281764620568,1.1860568691475935,1.4544080691643237,0.5881477023957933,2.4853755293888007,-0.9991264402422158,-3.288421497002559,5,1,0,0
4,30,3,13,-0.7511487774857865,-0.5754958043648333,-0.956696165940031,-0.7347836032356344,-0.655740763112501,-1.0472920245318669,0.17303077847021497,0.6517058974328026,-0.08919090253623935,-0.29524060159374693,-1.0589776838899403,-3.527558707784581,5,1,0,0
4,32,3,11,-0.7511487774857865,-0.5754958043648333,-0.956696165940031,-0.7347836032356344,-0.655740763112501,-2.3625790919737626,-0.33950215627404,0.6644309917819918,0.0865754257946867,1.8888717160669604,-0.9035294973767329,-3.453395901909144,5,1,0,0
4,33,0,6,-0.7511487774857865,-0.5754958043648333,-0.956696165940031,-0.7347836032356344,-0.655740763112501,-1.6914675041513783,0.2343864796317773,0.4433987375439914,-0.07448225643196064,0.4374161933681153,-0.879554253186933,-3.697452074305355,5,1,0,0
4,35,4,12,-0.7511487774857865,-0.5754958043648333,-0.956696165940031,-0.7347836032356344,-0.655740763112501,-1.6748723846148967,-0.7608045655679241,0.1750241713652801,0.9090842051278015,1.380675148637945,-1.0680118338745,-3.3671248828295544,5,1,0,0
4,36,4,13,-0.7511487774857865,-0.5754958043648333,-0.956696165940031,-0.7347836032356344,-0.655740763112501,-1.8411951125066597,0.3047158592169312,0.013665582553813279,-0.8958717977131897,2.2696145265372656,-0.8395086460438282,-3.4242605138866504,5,1,0,0
4,37,3,21,-0.7511487774857865,-0.5754958043648333,-0.956696165940031,-0.7347836032356344,-0.655740763112501,-1.755247254608757,-0.41304364102708663,-0.23477593190774085,-2.1316781825228728,0.25270939955334804,-0.9313268819446104,-3.891940248897063,5,1,0,0
4,38,3,14,-0.7511487774857865,-0.5754958043648333,-0.956696165940031,-0.7347836032356344,-0.655740763112501,-1.1440143257109188,-0.3118847905123185,-0.11753442299527334,-0.11866956949328229,1.1651164533371359,-1.0314843332157664,-3.406098194080422,5,1,0,0
4,39,3,17,-0.7511487774857865,-0.5754958043648333,-0.956696165940031,-0.7347836032356344,-0.655740763112501,-1.7205708854280453,0.5803279599866017,0.6828314954443617,-0.525657924046094,0.825340921889271,-0.8243503847716515,-3.242258934161726,5,1,0,0
4,40,3,10,-0.7511487774857865,-0.5754958043648333,-0.956696165940031,-0.7347836032356344,-0.655740763112501,-2.024484492461841,0.0675367090924832,0.5239519197222254,-1.398186887787594,0.13223525309475773,-0.8438954207959426,-3.663776106331304,5,1,0,0
4,41,2,7,-0.7511487774857865,-0.5754958043648333,-0.956696165940031,-0.7347836032356344,-0.655740763112501,-1.9565559621203419,-0.21005207178050952,0.3527637823866031,-0.3335429589373694,0.8722762736581923,-0.8377278760949475,-3.2112316378260837,5,1,0,0
